From Greg Thompson's file at https://www.aviationweather.gov/docs/metar/stations.txt
KTDZ TOLEDO 189 US OH 41.56666 -83.48333 
KTOL TOLEDO 206 US OH 41.58333 -83.8 
KI74 URBANA 322 US OH 40.11666 -83.75 
KVNW VAN_WERT_COUNTY 238 US OH 40.86666 -84.61666 
KVES VERSAILLES 308 US OH 40.2 -84.53333 
KAXV WAPAKONETA 278 US OH 40.5 -84.3 
KI23 WASHINGTON_COURT 298 US OH 39.56666 -83.41666 
KUSE WAUSEON 237 US OH 41.61666 -84.13333 
KLNN WILLOUGHBY 190 US OH 41.68333 -81.38333 
KILN WILMINGTON 325 US OH 39.43333 -83.8 
KTIR WILMINGTON/RFC 335 US OH 39.41666 -83.81666 
KBJJ WOOSTER 338 US OH 40.86666 -81.88333 
KFFO WRIGHT_PATTERSON 250 US OH 39.83333 -84.03333 
KI19 XENIA 285 US OH 39.7 -83.98333 
KYNG YOUNGSTOWN 356 US OH 41.25 -80.66666 
KZZV ZANESVILLE 268 US OH 39.95 -81.9 
KADH ADA 301 US OK 34.79999 -96.66666 
KLTS ALTUS_AFB 416 US OK 34.66666 -99.26666 
KAXS ALTUS/QUARTZ_MTN 433 US OK 34.7 -99.33333 
KAVK ALVA 450 US OK 36.76666 -98.66666 
K1F0 ARDMORE/EXEC 256 US OK 34.15 -97.11666 
KADM ARDMORE 223 US OK 34.29999 -97.01666 
KAQR ATOKA 178 US OK 34.4 -96.15 
KBVO BARTLESVILLE 210 US OK 36.76666 -96.01666 
KBKN BLACKWELL 208 US OK 36.75 -97.35 
KCQB CHANDLER 298 US OK 35.71666 -96.81666 
KCHK CHICKASHA 346 US OK 35.1 -97.96666 
KGCM CLAREMORE 215 US OK 36.29999 -95.48333 
KCLK CLINTON 489 US OK 35.53333 -98.93333 
KCSM CLINTON 586 US OK 35.35 -99.2 
KCUH CUSHING 274 US OK 35.95 -96.76666 
KDUC DUNCAN 339 US OK 34.46666 -97.96666 
KDUA DURANT 209 US OK 33.95 -96.4 
KELK ELK_CITY 603 US OK 35.43333 -99.4 
KF28 EL_RENO_MUNI 432 US OK 35.46666 -98 
KRQO EL_RENO_MUNI 431 US OK 35.46666 -98 
KEND ENID/VANCE_AFB 392 US OK 36.33333 -97.91666 
KWDG ENID/WOODRING 352 US OK 36.36666 -97.78333 
KFSI FORT_SILL 360 US OK 34.65 -98.4 
KFDR FREDERICK/ALTUS 378 US OK 34.35 -98.98333 
KGAG GAGE 670 US OK 36.29999 -99.76666 
KGMJ GROVE 251 US OK 36.6 -94.73333 
KGOK GUTHRIE 326 US OK 35.85 -97.4 
KGUY GUYMON 950 US OK 36.68333 -101.5 
KHBR HOBART 475 US OK 34.98333 -99.05 
KHHW HUGO 178 US OK 34.03333 -95.55 
K4O4 IDABEL 148 US OK 33.91666 -94.86666 
KINX INOLA/TULSA/88D 204 US OK 36.18333 -95.56666 
KLAW LAWTON 328 US OK 34.54999 -98.41666 
KHMY LEXINGTON 331 US OK 35.03333 -97.23333 
KMLC MCALESTER 231 US OK 34.88333 -95.78333 
KMIO MIAMI 245 US OK 36.91666 -94.88333 
KMMB MITBEE/GAGE 668 US OK 36.29999 -99.76666 
KMKO MUSKOGEE 184 US OK 35.65 -95.36666 
KWNS NORMAN/SPC 357 US OK 35.21666 -97.45 
KOUN NORMAN/WESTHEIME 359 US OK 35.25 -97.46666 
KRCE OKLA_CITY/PAGE 412 US OK 35.48333 -97.81666 
KHSD OKLA_CITY/SUNDAN 358 US OK 35.6 -97.71666 
KPWA OKLA_CITY/WILEY 390 US OK 35.53333 -97.65 
KOKC OKLAHOMA_CITY 391 US OK 35.38333 -97.6 
KOKM OKMULGEE 215 US OK 35.66666 -95.95 
KPGO PAGE 883 US OK 34.68333 -94.61666 
KPVJ PAULS_VALLEY 287 US OK 34.71666 -97.21666 
KPNC PONCA_CITY 304 US OK 36.73333 -97.1 
KRKR POTEAU_R_KERR 136 US OK 35.01666 -94.61666 
KH71 PRYOR 190 US OK 36.21666 -95.33333 
KJSV SALLISAW 158 US OK 35.43333 -94.8 
KOWP SAND_SPRINGS 267 US OK 36.18333 -96.15 
KH45 SEMINOLE 312 US OK 35.26666 -96.68333 
KSRE SEMINOLE 306 US OK 35.26666 -96.68333 
KSNL SHAWNEE 327 US OK 35.35 -96.95 
KGZL STIGLER 176 US OK 35.28333 -95.1 
KSWO STILLWATER 293 US OK 36.16666 -97.08333 
KTQH TAHLEQUAH 265 US OK 35.93333 -95 
KTIK TINKER_AFB 387 US OK 35.4 -97.38333 
KRVS TULSA 191 US OK 36.04999 -95.98333 
KTUL TULSA 196 US OK 36.2 -95.88333 
KTUA TULSA/RFC 205 US OK 36.15 -95.85 
KTSA TULSA/WFO 205 US OK 36.2 -95.9 
KTLX TWIN_LAKES/88D 370 US OK 35.33333 -97.28333 
KVNX VANCE/KEGELMAN 369 US OK 36.73333 -98.13333 
KJWG WATONGA 469 US OK 35.86666 -98.41666 
KOJA WEATHERFORD 490 US OK 35.54999 -98.66666 
KWWR WOODWARD 664 US OK 36.45 -99.51666 
KNMW ASTORIA_CG 3 US OR 46.15 -123.88333 
KAST ASTORIA 3 US OR 46.15 -123.88333 
KUAO AURORA 60 US OR 45.25 -122.76666 
K3S2 AURORA_STATE 60 US OR 45.25 -122.76666 
KBKE BAKER 1025 US OR 44.85 -117.81666 
KBDN BEND 1044 US OR 44.1 -121.2 
K4BK BROOKINGS 24 US OR 42.03333 -124.26666 
KBOK BROOKINGS 140 US OR 42.06666 -124.28333 
KBNO BURNS 1263 US OR 43.6 -118.95 
K92S CAPE_BLANCO_CGS 57 US OR 42.83333 -124.56666 
KCZK CASCADE_LOCKS_ST 46 US OR 45.66666 -121.86666 
K3CL CLATSOP_SPIT 9 US OR 46.23333 -124.01666 
KCVO CORVALLIS_MUNI_A 75 US OR 44.5 -123.28333 
K77S CRESWELL 161 US OR 43.93333 -123 
KEUG EUGENE 109 US OR 44.13333 -123.21666 
K6S2 FLORENCE_MUNI 16 US OR 43.98333 -124.11666 
K4S1 GOLD_BEACH 7 US OR 42.41666 -124.41666 
K3S8 GRANTS_PASS 339 US OR 42.5 -123.4 
KHRI HERMISTON 194 US OR 45.83333 -119.26666 
KS22 HERMISTON 195 US OR 45.83333 -119.26666 
KHIO HILLSBORO/PORTLD 62 US OR 45.55 -122.95 
K4S2 HOOD_RIVER 183 US OR 45.68333 -121.55 
KMAX JACKSON_CTY/MFR 2290 US OR 42.08333 -122.71666 
KJSY JOSEPH 1256 US OR 45.35 -117.25 
K5J0 JOHN_DAY_STATE 1127 US OR 44.38333 -118.96666 
KGCD JOHN_DAY_STATE 1122 US OR 44.4 -118.96666 
KIMB KIMBERLY/VOR 1700 US OR 44.65 -119.71666 
KLMT KLAMATH_FALLS 1246 US OR 42.15 -121.71666 
KLGD LA_GRANDE 827 US OR 45.28333 -118 
K4LW LAKEVIEW 1455 US OR 42.21666 -120.35 
KLKV LAKEVIEW 1440 US OR 42.16666 -120.4 
KS33 MADRAS 739 US OR 44.66666 -121.15 
KMMV MCMINNVILLE 48 US OR 45.2 -123.13333 
KMEH MEACHAM 1138 US OR 45.51666 -118.41666 
KMFR MEDFORD 397 US OR 42.38333 -122.86666 
KOED MEDFORDVOR 396 US OR 42.38333 -122.86666 
KJNW NEWPORT 48 US OR 44.56666 -124.06666 
KONP NEWPORT 43 US OR 44.56666 -124.05 
KOTH NORTH_BEND 3 US OR 43.41666 -124.25 
KONO ONTARIO 668 US OR 44.01666 -117.01666 
KPFC PACIFIC_CITY 2 US OR 45.2 -123.95 
KPDT PENDLETON 453 US OR 45.7 -118.83333 
KPDX PORTLAND 7 US OR 45.6 -122.61666 
KPTR PORTLAND/RFC 24 US OR 45.6 -122.6 
KPQR PORTLAND/WFO 7 US OR 45.56666 -122.53333 
KRTX PORTLD/SCAPPOOSE 479 US OR 45.71666 -122.96666 
KS39 PRINEVILLE 987 US OR 44.28333 -120.9 
KRDM REDMOND 930 US OR 44.25 -121.15 
KDSD REDMONDVOR 938 US OR 44.25 -121.3 
KP88 ROME 1162 US OR 42.88333 -117.65 
KREO ROME 1237 US OR 42.58333 -117.86666 
KRRK ROOSTER_ROCK 50 US OR 45.55 -122.96666 
KRBG ROSEBURG 152 US OR 43.23333 -123.35 
KSLE SALEM 63 US OR 44.9 -123 
K1S4 SCAPPOOSE 14 US OR 45.76666 -122.86666 
KSPB SCAPPOOSE 15 US OR 45.76666 -122.86666 
K2SL SEA_LION_CAVES 121 US OR 44.11666 -124.13333 
KSXT SEXTON_SUMMIT 1151 US OR 42.6 -123.36666 
K6K5 SISTERS_EAGLEAIR 966 US OR 44.3 -121.53333 
KS21 SUNRIVER 1269 US OR 43.88333 -121.45 
KDLS THE_DALLES 71 US OR 45.61666 -121.16666 
KS47 TILLAMOOK 11 US OR 45.41666 -123.81666 
KTMK TILLAMOOK 8 US OR 45.41666 -123.81666 
KTTD TROUTDALE 8 US OR 45.55 -122.41666 
KABE ALLENTOWN 117 US PA 40.65 -75.45 
KJVU ALLENTOWN_QUEEN 122 US PA 40.56666 -75.48333 
KXLL ALLENTOWN_QUEEN 118 US PA 40.56666 -75.48333 
KAOO ALTOONA 450 US PA 40.29999 -78.31666 
KAVP AVOCA/WILKES_B. 290 US PA 41.33333 -75.71666 
KBVI BEAVER_FALLS_ARP 387 US PA 40.76666 -80.36666 
KHMZ BEDFORD 351 US PA 40.08333 -78.51666 
KBFD BRADFORD 642 US PA 41.79999 -78.63333 
KBTP BUTLER_CO. 375 US PA 40.76666 -79.95 
KFIG CLEARFIELD 461 US PA 41.04999 -78.41666 
KN97 CLEARFIELD 462 US PA 41.04999 -78.41666 
K40N COATESVILLE 201 US PA 39.98333 -75.86666 
KMQS COATESVILLE 200 US PA 39.98333 -75.86666 
KVVS CONNELLSVILLE 386 US PA 39.95 -79.65 
KDYL DOYLESTOWN 121 US PA 40.33333 -75.11666 
KDUJ DU_BOIS 552 US PA 41.16666 -78.9 
KETX EAST_TEXAS_VOR 250 US PA 40.58333 -75.68333 
KEWC ELLWOOD_CITY_VOR 407 US PA 40.83333 -80.21666 
KERI ERIE 222 US PA 42.08333 -80.18333 
KRYT FOUNTAIN_DALE 274 US PA 39.73333 -77.43333 
KFKL FRANKLIN 468 US PA 41.36666 -79.86666 
K29D GROVE_CITY 418 US PA 41.15 -81.16666 
KCXY HARRISBURG 102 US PA 40.21666 -76.84999 
KHAR HARRISBURG 397 US PA 40.29999 -77.06666 
KHAW HAWLEY 268 US PA 41.48333 -75.16666 
KHZL HAZLETON 481 US PA 40.98333 -76 
KIDI INDIANA/STEWART 425 US PA 40.63333 -79.09999 
KJST JOHNSTOWN 695 US PA 40.31666 -78.83333 
KLNS LANCASTER 122 US PA 40.11666 -76.3 
KLBE LATROBE/WESTMORL 345 US PA 40.26666 -79.4 
K22N LEHIGHTON 159 US PA 40.79999 -75.76666 
KLHV LOCK_HAVEN 170 US PA 41.13333 -77.41666 
K2G6 MEADVILLE 428 US PA 41.61666 -80.2 
KGKJ MEADVILLE 428 US PA 41.63333 -80.21666 
KMDT MIDDLETOWN 91 US PA 40.2 -76.76666 
KMPO MT._POCONO 576 US PA 41.13333 -75.38333 
KMUI MUIR_AAF/INDIANT 146 US PA 40.43333 -76.56666 
KUCP NEW_CASTLE_MUNI 313 US PA 41.03333 -80.41666 
KCKZ PERKASIE 160 US PA 40.38333 -75.28333 
KPHL PHILADELPHIA 2 US PA 39.86666 -75.23333 
KPNE PHILADELPHIA/NE 32 US PA 40.08333 -75.01666 
KPSB PHILIPSBURG/MID 594 US PA 40.86666 -78.06666 
KLOM PHILLY_WINGS_F 87 US PA 40.13333 -75.26666 
KPBZ PITT/CORAOPOLIS 361 US PA 40.53333 -80.21666 
KAGC PITTSBURGH/ALLEG 380 US PA 40.35 -79.91666 
KPIT PITTSBURGH 339 US PA 40.46666 -80.2 
KPTW POTTSTOWN 88 US PA 40.23333 -75.55 
KUKT QUAKERTOWN_ARP 156 US PA 40.43333 -75.38333 
KRDG READING 101 US PA 40.36666 -75.96666 
KRVL REEDSVILLE 250 US PA 40.68333 -77.63333 
KCCX RUSH/ST_COLLEGE 733 US PA 40.91666 -78 
KSEG SELINSGROVE 136 US PA 40.81666 -76.86666 
KSLT SLATE_RUN 707 US PA 41.5 -77.96666 
K2G9 SOMERSET 677 US PA 40.03333 -79.01666 
KUNV STATE_COLLEGE 365 US PA 40.85 -77.83333 
KRHA STATE_COLLEG/RFC 389 US PA 40.85 -77.84999 
KCTP STATE_COLLEG/WFO 389 US PA 40.85 -77.84999 
KOYM ST_MARYS 582 US PA 41.41666 -78.5 
K7TB TOBYHANNA 585 US PA 41.18333 -75.41666 
KN27 TOWANDA 223 US PA 41.73333 -76.45 
KAFJ WASHINGTON 360 US PA 40.13333 -80.28333 
KN38 WELLSBORO/GRAND 576 US PA 41.73333 -77.4 
KOQN WEST_CHESTER 141 US PA 39.98333 -75.58333 
KIPT WILLIAMSPORT 160 US PA 41.25 -76.91666 
KNXX WILLOW_GROVE_NAS 110 US PA 40.2 -75.15 
KTHV YORK 141 US PA 39.91666 -76.88333 
KPJC ZELIENOPLE 273 US PA 40.79999 -80.16666 
KBID BLOCK_ISLAND 32 US RI 41.16666 -71.58333 
K2B4 NEWPORT 52 US RI 41.53333 -71.28333 
KUUU NEWPORT 45 US RI 41.53333 -71.28333 
KOQU N._KINGSTON/QUON 6 US RI 41.6 -71.41666 
KSFZ PAWTUCKET 129 US RI 41.91666 -71.5 
KPVD PROVIDENCE/GREEN 15 US RI 41.71666 -71.43333 
KWST WESTERLY 20 US RI 41.35 -71.8 
K1B6 WOONSOCKET 35 US RI 41.91666 -71.51666 
KAIK AIKEN 155 US SC 33.65 -81.68333 
KAQX ALLENDALE_CNTY 48 US SC 32.98333 -81.26666 
KAND ANDERSON 233 US SC 34.5 -82.71666 
KBNL BARNWELL 76 US SC 33.25 -81.38333 
KARW BEAUFORT_CNTY 2 US SC 32.41666 -80.63333 
KNBC BEAUFORT_MCAS 9 US SC 32.46666 -80.71666 
KMKS BERKELEY_MONCKS 22 US SC 33.18333 -80.03333 
KCDN CAMDEN_WOODWARD 90 US SC 34.28333 -80.56666 
KIGC CHARLESTON_AFB 14 US SC 32.9 -80.03333 
KJZI CHARLESTON/EXEC 5 US SC 32.7 -80 
KCLX CHARLESTON/GRAYS 30 US SC 32.65 -81.05 
KCHS CHARLESTON 12 US SC 32.9 -80.03333 
KCQW CHERAW 67 US SC 34.71666 -79.95 
KDCM CHESTER_CATAWBA 191 US SC 34.78333 -81.2 
KCEU CLEMSON 270 US SC 34.66666 -82.88333 
KIRQ COLLIERS_VOR 147 US SC 33.71666 -82.16666 
KCAE COLUMBIA 69 US SC 33.93333 -81.11666 
KCUB COLUMBIA-OWENS 55 US SC 33.96666 -81 
KHYW CONWAY-HORRY_CTY 10 US SC 33.83333 -79.11666 
KUDG DARLINGTON_CNTY 57 US SC 34.45 -79.88333 
KFLO FLORENCE 43 US SC 34.18333 -79.73333 
KGGE GEORGETOWN 9 US SC 33.31666 -79.31666 
KGMU GREENVILLE 309 US SC 34.85 -82.34999 
KGYH GREENVILLE 283 US SC 34.75 -82.38333 
KGRD GREENWOOD 188 US SC 34.25 -82.15 
KGSP GREER/SPARTANSBG 285 US SC 34.9 -82.21666 
KXAA GRNVL/DNLDSN 320 US SC 34.75 -82.38333 
KHVS HARTSVILLE 110 US SC 34.4 -80.11666 
K49J HILTON_HEAD 6 US SC 32.21666 -80.7 
KHXD HILTON_HEAD 5 US SC 32.21666 -80.7 
KCKI KINGSTREE 19 US SC 33.71666 -79.84999 
KLKR LANCASTER 166 US SC 34.71666 -80.84999 
KLUX LAURENS 213 US SC 34.5 -81.95 
KMNI MANNING 29 US SC 33.58333 -80.21666 
KMAO MARION 27 US SC 34.18333 -79.33333 
KBBP MARLBORO_CNTY 44 US SC 34.61666 -79.73333 
KMMT MCENTIRE_ANG_BAS 76 US SC 33.91666 -80.8 
KLRO MOUNT_PLEASANT 3 US SC 32.9 -79.78333 
KMYR MYRTLE_BEACH 7 US SC 33.68333 -78.91666 
KEOE NEWBERRY 166 US SC 34.31666 -81.63333 
KXNO NORTH_AUX 94 US SC 33.61666 -81.06666 
KCRE NORTH_MYRTLE_BEA 9 US SC 33.81666 -78.71666 
KOGB ORANGEBURG 59 US SC 33.46666 -80.84999 
KLQK PICKENS 291 US SC 34.81666 -82.7 
K29J ROCK_HILL 202 US SC 34.98333 -81.05 
KUZA ROCK_HILL 198 US SC 34.98333 -81.05 
KSSC SHAW_AFB/SUMTER 71 US SC 33.96666 -80.46666 
KSPA SPARTANBURG 242 US SC 34.91666 -81.95 
KDYB SUMMERVILLE 15 US SC 33.06666 -80.28333 
KSMS SUMTER 53 US SC 34 -80.36666 
K2PJ SUMTER/POINSETT 68 US SC 33.85 -80.48333 
K35A UNION 186 US SC 34.68333 -81.63333 
KRBW WALTERBORO 30 US SC 32.91666 -80.63333 
KFDW WINNSBORO 174 US SC 34.31666 -81.11666 
KABR ABERDEEN 397 US SD 45.45 -98.41666 
KADR ANDOVER 453 US SD 45.43333 -97.93333 
KBAT BATESLAND_US18 1042 US SD 43.13333 -102.1 
KBEL BELLE_FOURCHE 971 US SD 44.8 -104.05 
KEFC BELLE_FOURCHE 982 US SD 44.71666 -103.86666 
KBVD BELVIDERE 728 US SD 43.9 -101.13333 
K6V5 BISON 851 US SD 45.51666 -102.46666 
KBRA BRANDT 564 US SD 44.68333 -96.85 
KBTN BRITTON 400 US SD 45.81666 -97.75 
KBKX BROOKINGS 494 US SD 44.3 -96.81666 
K2WX BUFFALO 925 US SD 45.6 -103.55 
KCAC CACTUS_FLATS 751 US SD 43.83333 -101.76666 
K9V9 CHAMBERLAIN 511 US SD 43.76666 -99.31666 
K8D7 CLARK 547 US SD 44.9 -97.71666 
K0V1 CUSTER 1725 US SD 43.73333 -103.61666 
KCUT CUSTER 1700 US SD 43.73333 -103.61666 
K6E5 DESMET 527 US SD 44.43333 -97.55 
KDPR DUPREE 771 US SD 45.06666 -101.7 
K84D EAGLE_BUTTE 746 US SD 44.98333 -101.25 
KED0 EDGEMONT_US18 1136 US SD 43.28333 -103.88333 
KRCA ELLSWORTH_AFB 993 US SD 44.15 -103.11666 
KEL0 ELLSWORTH_I90 939 US SD 44.11666 -103.08333 
KD07 FAITH 786 US SD 45.03333 -102.01666 
K3FU FAULKTON 478 US SD 45.03333 -99.11666 
KFED FREDERICK 427 US SD 45.93333 -98.56666 
K0D8 GETTYSBURG 629 US SD 44.98333 -99.95 
KGLV GLAD_VLY_SD20 753 US SD 45.4 -101.78333 
K9D1 GREGORY 663 US SD 43.21666 -99.4 
KHRD HARROLD 547 US SD 44.53333 -99.7 
KHER HERRIED 513 US SD 45.85 -100.1 
KHSR HOT_SPRINGS 960 US SD 43.36666 -103.38333 
KHON HURON 391 US SD 44.38333 -98.23333 
KPAC JCT_SD44_US385 1494 US SD 44.1 -103.51666 
KKAD KADOKA 765 US SD 43.86666 -101.83333 
KY22 LEMMON 781 US SD 45.91666 -102.16666 
KLEM LEMMON_US12 783 US SD 45.93333 -102.18333 
KMDS MADISON 524 US SD 44.01666 -97.08333 
K9V6 MARTIN 1004 US SD 43.16666 -101.71666 
K1D1 MILLBANK 341 US SD 45.23333 -96.56666 
KMKA MILLER 479 US SD 44.53333 -98.95 
KMHE MITCHELL 397 US SD 43.76666 -98.03333 
KMBG MOBRIDGE 515 US SD 45.55 -100.41666 
KY26 MOBRIDGE 508 US SD 45.53333 -100.43333 
K98D ONIDA 571 US SD 44.7 -100.1 
K8V3 PARKSTON 432 US SD 43.38333 -97.98333 
KP05 PHILIP 683 US SD 44.06666 -101.65 
KPHP PHILIP 673 US SD 44.05 -101.6 
KPIR PIERRE 524 US SD 44.38333 -100.28333 
KIEN PINE_RIDGE 1002 US SD 43.03333 -102.51666 
K1D3 PLATTE 493 US SD 43.4 -98.83333 
KRAP RAPID_CITY 965 US SD 44.05 -103.05 
KUNR RAPID_CITY/WFO 1028 US SD 44.06666 -103.2 
KUDX RAPID/N_UNDERWOD 919 US SD 44.13333 -102.83333 
KREJ REDIG 925 US SD 45.26666 -103.53333 
KREL RELIANCE 542 US SD 43.86666 -99.56666 
KNE0 SD-WY_BORDR_US85 1940 US SD 44.18333 -104.05 
KSL0 SHERIDAN_LAKE_RD 1478 US SD 44.03333 -103.43333 
KFSD SIOUX_FALLS 433 US SD 43.58333 -96.75 
K8D3 SISSETON 535 US SD 45.66666 -96.98333 
KSPF SPEARFISH/CLYDE 1191 US SD 44.46666 -103.78333 
K49B STURGIS 989 US SD 44.41666 -103.38333 
KSUM SUMMIT 607 US SD 45.33333 -97.08333 
KY14 TEA 462 US SD 43.45 -96.8 
KTLS TOLSTOY 596 US SD 45.21666 -99.66666 
KVMR VERMILLION 349 US SD 42.76666 -96.93333 
KVIC VICTOR 329 US SD 45.9 -96.86666 
KVIV VIVIAN 588 US SD 44.23333 -100.36666 
KAGZ WAGNER 451 US SD 43.06666 -98.3 
K6V4 WALL 857 US SD 44 -102.25 
KWTA WASTA_I90 810 US SD 44.08333 -102.48333 
KATY WATERTOWN 531 US SD 44.9 -97.15 
K1D7 WEBSTER 566 US SD 45.3 -97.51666 
K4X4 WESSINGTON_SPRIN 471 US SD 44.06666 -98.53333 
KICR WINNER 618 US SD 43.38333 -99.85 
KSFD WINNER 621 US SD 43.38333 -99.85 
KYKN YANKTON 388 US SD 42.91666 -97.36666 
KMMI ATHENS/MCMINN 252 US TN 35.4 -84.56666 
KM08 BOLIVAR/WHITEHST 149 US TN 35.21666 -89.05 
KTRI BRISTOL 456 US TN 36.48333 -82.4 
KCHA CHATTANOOGA 203 US TN 35.03333 -85.2 
KGQO CHATTANOOGA_VOR 210 US TN 34.96666 -85.15 
KCKV CLARKSVILLE 166 US TN 36.61666 -87.41666 
KRZR CLEVELAND_REG. 259 US TN 35.21666 -84.8 
K3M3 COLLEGEDALE 262 US TN 35.04999 -85.01666 
KMRC COLUMBIA 205 US TN 35.54999 -87.18333 
KM04 COVINGTON 83 US TN 35.58333 -89.58333 
KCSV CROSSVILLE 569 US TN 35.95 -85.08333 
K2A0 DAYTON 219 US TN 35.48333 -84.93333 
KM01 DEWITT_SPAIN/MEM 69 US TN 35.2 -90.05 
KM02 DICKSON 268 US TN 36.13333 -87.43333 
KDYR DYERSBURG 98 US TN 36 -89.4 
K0A9 ELIZABETHTON 479 US TN 36.36666 -82.16666 
KFYM FAYETTEVILLE 297 US TN 35.06666 -86.56666 
KM52 FRANKLIN_WILKINS 157 US TN 35.65 -88.38333 
KM33 GALLATIN 178 US TN 36.38333 -86.41666 
KXNX GALLATIN 178 US TN 36.38333 -86.41666 
KGKT GATLINBURG 305 US TN 35.85 -83.53333 
KGCY GREENEVILLE 488 US TN 36.2 -82.81666 
KHMV HOLSTON_MTN_VOR 1317 US TN 36.43333 -82.13333 
KHZD HUNTINGDON 147 US TN 36.08333 -88.46666 
KJAU JACKSBORO 350 US TN 36.33333 -84.16666 
KMKL JACKSON 130 US TN 35.6 -88.91666 
KDKX KNOXVILLE_DOWNTO 253 US TN 35.96666 -83.86666 
KTYS KNOXVILLE 300 US TN 35.81666 -83.98333 
KVXV KNOXVILLE_VOR 302 US TN 35.9 -83.88333 
K2M2 LAWRENCEBURG 286 US TN 35.23333 -87.25 
KM54 LEBANON 168 US TN 36.18333 -86.31666 
KLUG LEWISBURG 218 US TN 35.51666 -86.8 
KPVE LEXINGTON 146 US TN 35.65 -88.2 
K8A3 LIVINGSTON 413 US TN 36.41666 -85.31666 
KMNV MADISONVILLE 306 US TN 35.54999 -84.38333 
KRNC MCMINNVILLE 310 US TN 35.7 -85.85 
KZME MEMPHIS/ARTCC 101 US TN 35.04999 -89.98333 
KMEM MEMPHIS 78 US TN 35.06666 -89.98333 
KMEG MEMPHIS/WFO 87 US TN 35.04999 -90 
KNQA MILLINGTON/88D 90 US TN 35.35 -89.86666 
K2M8 MILLINGTON 75 US TN 35.28333 -89.93333 
KMGL MONTEAGLE 586 US TN 35.25 -85.85 
KMOR MORRISTOWN 393 US TN 36.18333 -83.36666 
KMRX MORRISTOWN/KNOX 408 US TN 36.16666 -83.4 
KMBT MURFREESBORO 187 US TN 35.88333 -86.38333 
KBNA NASHVILLE 168 US TN 36.11666 -86.68333 
KJWN NASHV/JC_TUNE 149 US TN 36.18333 -86.88333 
KOQT OAK_RIDGE 276 US TN 36.01666 -84.23333 
KOHX OLD_HICKORY/NASH 176 US TN 36.25 -86.56666 
KSCX ONEIDA 462 US TN 36.45 -84.58333 
KPHT PARIS_HENRY_CTY 172 US TN 36.33333 -88.38333 
K1M5 PORTLAND 239 US TN 36.6 -86.48333 
KGZS PULASKI 198 US TN 35.15 -87.05 
KRKW ROCKWOOD 505 US TN 35.91666 -84.68333 
KSNH SAVANNAH_HARDIN 142 US TN 35.16666 -88.21666 
KSZY SELMER 184 US TN 35.2 -88.5 
KSYI SHELBYVILLE 244 US TN 35.56666 -86.45 
KMQY SMYRNA 156 US TN 36.01666 -86.51666 
KFYE SOMERVILLE 133 US TN 35.2 -89.38333 
KSRB SPARTA 303 US TN 36.04999 -85.53333 
KM91 SPINGFIELD 214 US TN 36.53333 -86.91666 
KTHA TULLAHOMA 333 US TN 35.38333 -86.25 
KUCY UNION_CITY 97 US TN 36.38333 -88.98333 
KBGF WINCHESTER 295 US TN 35.18333 -86.06666 
KABI ABILENE 543 US TX 32.41666 -99.68333 
KGYF ALAMINOS_C_OIL 65 US TX 26.13333 -94.9 
KHHV ALAMINOS_CANYON 25 US TX 26.93333 -94.68333 
KALI ALICE 52 US TX 27.73333 -98.01666 
KE38 ALPINE-CASPARIS 1372 US TX 30.38333 -103.68333 
KAMA AMARILLO 1102 US TX 35.21666 -101.71666 
KE11 ANDREWS 966 US TX 32.33333 -102.53333 
KLBX ANGLETON 4 US TX 29.11666 -95.46666 
KF54 ARLINGTON 185 US TX 32.66666 -97.1 
KGKY ARLINGTON 189 US TX 32.66666 -97.1 
KF44 ATHENS 137 US TX 32.16666 -95.83333 
KBSM AUSTIN/BERGSTROM 172 US TX 30.18333 -97.68333 
KEDC AUSTIN_EXEC 184 US TX 30.4 -97.56666 
KAUS AUSTIN 148 US TX 30.18333 -97.68333 
KATT AUSTIN/MABRY 203 US TX 30.31666 -97.76666 
K3R1 BAY_CITY 14 US TX 28.96666 -95.86666 
KBYY BAY_CITY 12 US TX 28.96666 -95.86666 
KBMT BEAUMONT 8 US TX 30.06666 -94.21666 
KBPT BEAUMONT/PORT_AR 6 US TX 29.95 -94.03333 
KNIR BEEVILLE 20 US TX 28.36666 -97.66666 
KBEA BEEVILLE_MUNI 83 US TX 28.36666 -97.78333 
KE41 BIG_LAKE 825 US TX 31.2 -101.46666 
KBGS BIG_SPRING 781 US TX 32.21666 -101.51666 
KBPG BIG_SPRING 782 US TX 32.21666 -101.51666 
KF00 BONHAM 189 US TX 33.61666 -96.18333 
KBGD BORGER 928 US TX 35.7 -101.4 
K0F2 BOWIE 330 US TX 33.6 -97.78333 
KBBD BRADY 554 US TX 31.18333 -99.31666 
KBBF BRAZOS_133B_OILP 26 US TX 27.83333 -96.01666 
KBQX BRAZOS_451_OILP 34 US TX 28.5 -95.71666 
KBKD BRECKENRIDGE 383 US TX 32.71666 -98.88333 
K11R BRENHAM 87 US TX 30.21666 -96.36666 
K1F9 BRIDGEPORT 260 US TX 33.18333 -97.83333 
KXBP BRIDGEPORT 256 US TX 33.18333 -97.83333 
KBRO BROWNSVILLE 6 US TX 25.91666 -97.41666 
KBWD BROWNWOOD 420 US TX 31.8 -98.95 
KCFD BRYAN 106 US TX 30.71666 -96.33333 
KBMQ BURNET 387 US TX 30.73333 -98.23333 
